price,tax,manufacturer,model,production year,category,leather interior,fuel type,engine volume,mileage,cylinders,gear box type,drive wheels,wheel,color,airbags
12544,765.0,hyundai,sonata,2015,sedan,yes,lpg,2,118365.5,4,automatic,front,leftwheel,orange,4
5488,394.0,toyota,camry,2014,sedan,yes,hybrid,2.5,109798.0,4,automatic,front,leftwheel,white,12
470,924.0,honda,hr-v,2017,jeep,yes,petrol,1.8,0.0,4,automatic,4x4,leftwheel,blue,12
15681,1347.0,hyundai,h1,2008,minivan,yes,diesel,2.5,92605.0,4,automatic,front,leftwheel,silver,4
17054,707.0,hyundai,tucson,2011,jeep,yes,diesel,2,171340.0,4,automatic,front,leftwheel,grey,4
392,697.0,hyundai,elantra,2015,sedan,yes,petrol,1.8,154045.0,4,automatic,front,leftwheel,white,12
10349,702.0,kia,rio,2009,sedan,no,petrol,1.4,147600.0,4,manual,front,leftwheel,silver,4
40224,770.0,hyundai,tucson,2016,jeep,yes,diesel,1.7,62232.0,4,automatic,front,leftwheel,black,4
23000,308.0,toyota,prius,2014,hatchback,no,hybrid,1.8,90000.0,4,automatic,front,leftwheel,white,12
10349,658.0,honda,insight,2009,hatchback,no,hybrid,1.3,278400.0,4,variator,front,leftwheel,black,6
20385,585.0,toyota,prius,2013,sedan,no,hybrid,1.8,98000.0,4,variator,front,leftwheel,grey,12
26030,781.0,toyota,camryle,2012,sedan,no,hybrid,2.5,78400.0,4,automatic,front,leftwheel,grey,12
25716,781.0,lexus,ls460,2016,sedan,yes,petrol,4.6,45845.0,4,automatic,rear,leftwheel,brown,12
9252,919.0,mercedes-benz,e350,2012,sedan,yes,diesel,3,171221.0,4,automatic,rear,leftwheel,black,12
42717,1017.0,hyundai,santafe,2017,jeep,yes,diesel,2,113697.0,4,automatic,front,leftwheel,grey,4
31797,639.0,hyundai,genesis,2014,coupe,yes,petrol,2,148915.0,4,automatic,front,leftwheel,grey,4
10036,639.0,hyundai,sonata,2014,sedan,yes,lpg,2,118365.5,4,automatic,front,leftwheel,silver,4
7188,1282.0,chevrolet,captiva,2007,jeep,yes,diesel,2,67558.0,4,automatic,front,leftwheel,black,4
14426,586.0,hyundai,elantra,2012,sedan,no,petrol,1.8,113600.0,4,automatic,front,leftwheel,white,6
157,1172.0,mercedes-benz,e350,2011,sedan,yes,diesel,3.5,118365.5,4,automatic,4x4,leftwheel,silver,12
17346,753.0,chevrolet,malibu,2012,sedan,yes,petrol,2.4,130000.0,4,automatic,front,leftwheel,grey,4
314,834.0,toyota,tacoma,2013,jeep,yes,petrol,2.7,158870.0,4,automatic,rear,leftwheel,white,12
12500,781.0,honda,fit,2019,hatchback,no,petrol,1.3,6000.0,4,automatic,front,right-handdrive,black,2
15681,1055.0,mercedes-benz,e350,2013,sedan,yes,petrol,3.5turbo,140800.0,4,automatic,4x4,leftwheel,black,0
13500,1604.0,mercedes-benz,s550,2014,sedan,yes,petrol,5.5,42500.0,4,tiptronic,front,leftwheel,silver,12
784,1024.0,ford,fusion,2010,sedan,yes,petrol,2.5,178330.0,4,automatic,front,leftwheel,black,12
5175,585.0,toyota,prius,2013,hatchback,yes,hybrid,1.8,118365.5,4,automatic,front,leftwheel,silver,12
941,1646.0,lexus,gx460,2015,jeep,yes,petrol,4.6,188078.0,4,automatic,4x4,leftwheel,black,0
13500,917.0,landrover,discovery,2013,jeep,yes,diesel,3.0turbo,135000.0,4,tiptronic,4x4,leftwheel,blue,12
25456,595.0,toyota,aqua,2015,hatchback,yes,petrol,1.5,45650.0,4,automatic,front,leftwheel,grey,4
15847,1024.0,hyundai,h1,2010,minivan,yes,diesel,2.5,58788.0,4,automatic,front,leftwheel,black,4
24709,836.0,hyundai,tucson,2010,jeep,yes,diesel,2,107374.0,4,automatic,front,leftwheel,grey,4
24267,642.0,hyundai,tucson,2012,jeep,yes,diesel,2,132976.0,4,automatic,front,leftwheel,silver,4
3607,629.0,nissan,juke,2015,jeep,yes,petrol,1.6,103358.0,4,automatic,4x4,leftwheel,blue,0
4704,915.0,audi,a7,2014,hatchback,yes,petrol,3,118365.5,4,automatic,4x4,leftwheel,grey,0
16621,1172.0,mercedes-benz,e350,2011,sedan,yes,diesel,3.5,119379.0,4,automatic,4x4,leftwheel,silver,12
32929,1249.0,toyota,camry,2017,sedan,yes,petrol,2.5,32000.0,4,tiptronic,front,leftwheel,black,10
20005,707.0,hyundai,tucson,2011,jeep,yes,diesel,2,193926.0,4,automatic,front,leftwheel,black,4
15053,503.0,toyota,priusc,2012,sedan,yes,hybrid,1.5,128000.0,4,automatic,front,leftwheel,red,8
13500,1327.0,hyundai,h1,2018,universal,yes,lpg,2.5,20930.0,4,automatic,front,leftwheel,yellow,4
16308,777.0,toyota,camry,2014,sedan,yes,petrol,2.5,118582.0,4,tiptronic,front,leftwheel,white,12
392,779.0,toyota,camry,2013,sedan,yes,hybrid,2.5,124184.0,4,automatic,front,leftwheel,silver,12
13500,880.0,hyundai,tucson,2018,jeep,yes,petrol,1.6,14661.0,4,automatic,front,leftwheel,blue,4
41811,639.0,ssangyong,rexton,2014,jeep,yes,diesel,2,97700.0,4,automatic,front,leftwheel,brown,4
11704,1047.0,hyundai,elantra,2007,sedan,yes,petrol,1.6,114540.0,4,automatic,front,leftwheel,silver,4
28241,528.0,hyundai,elantra,2014,sedan,yes,petrol,1.6,80856.0,4,automatic,front,leftwheel,grey,4
470,919.0,mercedes-benz,c300,2012,sedan,yes,petrol,3,116722.0,4,automatic,4x4,leftwheel,silver,12
12388,586.0,hyundai,elantralimited,2012,sedan,yes,petrol,1.8,87646.0,4,automatic,front,leftwheel,silver,8
470,1249.0,toyota,camry,2017,sedan,yes,petrol,2.5,96093.0,4,automatic,front,leftwheel,red,12
26475,707.0,hyundai,tucson,2011,jeep,yes,diesel,2,151186.0,4,automatic,front,leftwheel,silver,4
19309,911.0,hyundai,santafe,2010,jeep,yes,diesel,2.2,185987.0,4,automatic,front,leftwheel,white,4
20237,753.0,chevrolet,malibu,2012,sedan,yes,petrol,2.4,146367.0,4,automatic,front,leftwheel,grey,4
8634,640.0,kia,optima,2013,sedan,yes,petrol,2,47232.0,4,automatic,front,leftwheel,silver,4
24462,1017.0,hyundai,elantra,2017,sedan,no,petrol,2,60000.0,4,tiptronic,front,leftwheel,white,8
941,584.0,hyundai,elantra,2014,sedan,yes,petrol,1.8,101526.0,4,automatic,front,leftwheel,silver,12
13946,501.0,honda,fit,2014,hatchback,yes,petrol,1.5,138000.0,4,automatic,front,leftwheel,silver,4
5018,645.0,toyota,prius,2011,jeep,yes,hybrid,1.8,118365.5,4,automatic,front,leftwheel,grey,12
3920,779.0,ford,fusion,2013,sedan,yes,petrol,2.5,90672.0,4,automatic,front,leftwheel,white,12
11604,475.0,chevrolet,cruze,2012,sedan,no,petrol,1.4turbo,165000.0,4,tiptronic,front,leftwheel,silver,10
13500,1363.0,lexus,gx460,2012,jeep,yes,petrol,4.6,255406.0,4,automatic,4x4,leftwheel,black,0
20005,531.0,hyundai,elantra,2012,sedan,yes,petrol,1.6,132421.0,4,automatic,front,leftwheel,silver,4
2117,640.0,audi,a4,2013,sedan,yes,petrol,2,174941.0,4,automatic,4x4,leftwheel,black,12
5959,781.0,jaguar,f-type,2015,cabriolet,yes,petrol,5,57381.0,4,automatic,rear,leftwheel,black,12
8154,781.0,lexus,rx400,2008,jeep,yes,hybrid,3.3,224629.0,4,automatic,4x4,leftwheel,silver,12
12544,645.0,hyundai,elantra,2011,sedan,no,petrol,1.8,152000.0,4,automatic,front,leftwheel,silver,8
18814,761.0,toyota,prius,2010,hatchback,yes,hybrid,1.8,88265.0,4,automatic,front,leftwheel,white,10
25716,777.0,toyota,camry,2014,sedan,no,petrol,2.5,10400.0,4,automatic,front,leftwheel,grey,8
25089,1598.0,mercedes-benz,gl320bluetec,2008,jeep,yes,diesel,3,171928.0,4,automatic,4x4,leftwheel,golden,12
9565,1578.0,bmw,x5,2015,jeep,yes,petrol,4.4,144126.0,4,automatic,4x4,leftwheel,white,12
20005,707.0,ssangyong,korando,2011,jeep,yes,diesel,2,199569.0,4,automatic,front,leftwheel,grey,4
862,761.0,toyota,prius,2010,sedan,yes,hybrid,1.8,118365.5,4,automatic,front,leftwheel,silver,12
25089,1292.0,audi,100,2016,jeep,yes,petrol,3,70782.0,4,automatic,4x4,leftwheel,black,12
5175,790.0,chevrolet,cruze,2009,sedan,yes,petrol,1.6,149692.0,4,automatic,front,leftwheel,white,4
392,738.0,chevrolet,cruze,2017,sedan,yes,petrol,1.4,77434.0,4,automatic,front,leftwheel,white,12
8311,1282.0,chevrolet,captiva,2007,jeep,yes,diesel,2,63558.0,4,automatic,front,leftwheel,white,4
13500,784.0,honda,civic,2017,sedan,yes,petrol,1.5,20147.0,4,automatic,front,leftwheel,black,4
34811,919.0,bmw,x5,2012,jeep,yes,diesel,3,70994.0,4,automatic,4x4,leftwheel,black,0
12544,574.0,honda,insight,2010,sedan,no,hybrid,1.3,173000.0,4,automatic,front,leftwheel,black,8
549,1018.0,mercedes-benz,c300,2011,sedan,yes,petrol,3,155058.0,4,automatic,rear,leftwheel,white,12
15524,919.0,hyundai,grandeur,2012,sedan,yes,petrol,3,137235.0,4,automatic,front,leftwheel,silver,4
392,761.0,toyota,prius,2010,hatchback,yes,hybrid,1.8,267165.0,4,automatic,front,leftwheel,white,12
627,640.0,suzuki,sx4,2013,sedan,yes,petrol,2,153590.0,4,automatic,front,leftwheel,blue,12
26343,1091.0,toyota,camry,2016,sedan,yes,petrol,2.5,157802.0,4,automatic,front,leftwheel,black,10
43394,891.0,hyundai,santafe,2016,jeep,yes,diesel,2,129388.0,4,automatic,front,leftwheel,grey,4
18817,609.0,toyota,camry,2018,sedan,yes,hybrid,2.5,35058.0,4,automatic,front,leftwheel,white,12
27284,779.0,toyota,avalonlimited,2013,sedan,yes,hybrid,2.5,109000.0,4,automatic,front,leftwheel,silver,10
25889,528.0,hyundai,elantra,2014,sedan,yes,petrol,1.6,102000.0,4,automatic,front,leftwheel,white,4
17227,730.0,hyundai,elantra,2016,sedan,yes,lpg,1.6,49068.0,4,automatic,front,leftwheel,white,4
22580,777.0,toyota,camryle,2014,sedan,yes,petrol,2.5,133000.0,4,tiptronic,front,leftwheel,black,10
25810,642.0,hyundai,santafe,2012,jeep,yes,diesel,2,179421.0,4,automatic,front,leftwheel,white,4
18817,609.0,toyota,camry,2018,sedan,yes,hybrid,2.5,35058.0,4,automatic,front,leftwheel,white,12
549,1018.0,bmw,x5,2011,jeep,yes,petrol,3,125480.0,4,automatic,4x4,leftwheel,white,12
3136,1249.0,toyota,camry,2017,sedan,yes,petrol,2.5,127549.0,4,automatic,front,leftwheel,silver,12
157,919.0,mercedes-benz,ml350,2012,jeep,yes,diesel,3,145227.0,4,automatic,4x4,leftwheel,grey,12
39458,831.0,ssangyong,actyon,2017,jeep,yes,diesel,1.6,72924.0,4,automatic,front,leftwheel,blue,4
3293,1273.0,lexus,rx350,2015,jeep,yes,petrol,3.5,71939.0,4,automatic,4x4,leftwheel,black,12
627,761.0,toyota,prius,2010,hatchback,yes,hybrid,1.8,256966.0,4,automatic,front,leftwheel,blue,12
18817,781.0,toyota,camry,2012,sedan,yes,petrol,2.5,130000.0,4,automatic,front,leftwheel,blue,12
392,690.0,lexus,rx450,2016,jeep,yes,hybrid,3.5,27038.0,4,automatic,4x4,leftwheel,white,12
1254,891.0,lexus,rcf,2016,coupe,yes,petrol,2,49222.0,4,automatic,rear,leftwheel,black,12
24625,640.0,ssangyong,rexton,2013,jeep,yes,diesel,2,167333.0,4,automatic,front,leftwheel,black,4
34811,690.0,lexus,rx450,2016,jeep,yes,hybrid,3.5,0.0,4,automatic,front,leftwheel,grey,12
157,738.0,chevrolet,cruze,2017,sedan,yes,petrol,1.4,78837.0,4,automatic,front,leftwheel,silver,12
39603,891.0,hyundai,santafe,2016,jeep,yes,diesel,2,120000.0,4,automatic,front,leftwheel,silver,4
282,781.0,lexus,gx470,2008,jeep,yes,petrol,4.7,218126.0,4,automatic,4x4,leftwheel,black,0
45473,1058.0,toyota,highlander,2012,jeep,no,hybrid,3.5,68200.0,4,automatic,4x4,leftwheel,white,10
32744,777.0,hyundai,h1,2014,minivan,yes,diesel,2.5,107483.0,4,automatic,front,leftwheel,silver,4
6595,790.0,chevrolet,cruze,2009,sedan,yes,petrol,1.6,38413.0,4,automatic,front,leftwheel,black,4
15866,687.0,hyundai,elantra,2010,sedan,yes,petrol,1.6,121263.0,4,automatic,front,leftwheel,black,4
1411,1172.0,lexus,rx350,2011,jeep,yes,petrol,3.5,124003.0,4,automatic,4x4,leftwheel,red,12
46809,971.0,ssangyong,rexton,2016,jeep,yes,diesel,2.2,102066.0,4,automatic,front,leftwheel,black,4
13500,1036.0,jeep,wrangler,2015,jeep,yes,diesel,2.8,64329.0,4,automatic,front,leftwheel,yellow,4
14897,530.0,ford,fusion,2013,sedan,yes,petrol,1.6,188800.0,4,automatic,front,leftwheel,carnelianred,10
392,1307.0,chevrolet,camaro,2015,sedan,yes,petrol,3.6,168621.0,4,automatic,rear,leftwheel,carnelianred,12
15257,707.0,hyundai,sonata,2011,sedan,yes,petrol,2,163374.0,4,automatic,front,leftwheel,grey,4
204,382.0,hyundai,sonatahybrid,2014,sedan,no,hybrid,2.4,107300.0,4,tiptronic,front,leftwheel,silver,10
13485,1024.0,toyota,camry,2010,sedan,no,petrol,2.5,110000.0,4,tiptronic,front,leftwheel,white,10
25089,639.0,bmw,3202.0,2014,sedan,yes,petrol,2.0turbo,97970.0,4,tiptronic,rear,leftwheel,black,12
40456,765.0,mercedes-benz,cla250,2015,sedan,yes,petrol,2.0turbo,59000.0,4,tiptronic,front,leftwheel,white,12
22580,830.0,chevrolet,equinoxlt,2019,jeep,no,petrol,1.5,5124.0,4,automatic,4x4,leftwheel,black,10
12777,640.0,hyundai,sonata,2013,sedan,yes,petrol,2,162558.0,4,automatic,front,leftwheel,black,4
21326,1325.0,nissan,altima,2019,sedan,yes,petrol,2.5,30296.0,4,automatic,front,leftwheel,grey,12
14740,779.0,toyota,camry,2013,sedan,no,hybrid,2.5,0.0,4,tiptronic,front,leftwheel,black,6
17876,382.0,hyundai,sonata,2014,sedan,yes,hybrid,2.4,11000.0,4,tiptronic,front,leftwheel,white,12
1725,584.0,hyundai,elantra,2014,sedan,yes,petrol,1.8,107155.0,4,automatic,front,leftwheel,black,12
13172,781.0,volkswagen,jetta,2012,sedan,yes,petrol,2.5,83658.0,4,tiptronic,front,leftwheel,black,12
15718,836.0,hyundai,sonata,2010,sedan,yes,petrol,2,149608.0,4,automatic,front,leftwheel,silver,4
32929,1327.0,toyota,camry,2018,sedan,yes,petrol,2.5,19000.0,4,tiptronic,front,leftwheel,black,11
21987,639.0,chevrolet,malibu,2014,sedan,yes,diesel,2,133923.0,4,automatic,front,leftwheel,grey,4
41720,891.0,hyundai,santafe,2016,jeep,yes,diesel,2,114066.0,4,automatic,front,leftwheel,white,4
24148,831.0,ssangyong,actyon,2017,jeep,yes,diesel,1.6,27067.0,4,automatic,front,leftwheel,white,4
392,779.0,toyota,camry,2013,sedan,yes,hybrid,2.5,232032.0,4,automatic,front,leftwheel,silver,12
12544,781.0,volkswagen,jetta,2012,sedan,yes,petrol,2.5,120000.0,4,manual,front,leftwheel,grey,8
18817,585.0,toyota,prius,2013,hatchback,yes,hybrid,1.8,121000.0,4,tiptronic,front,leftwheel,grey,8
20000,1024.0,volkswagen,crafter,2010,microbus,no,diesel,2.5,215000.0,4,manual,rear,leftwheel,white,0
7700,944.0,opel,astra,2008,universal,no,diesel,1.7,238075.0,4,manual,front,leftwheel,silver,8
17249,586.0,hyundai,elantralimited,2012,sedan,yes,petrol,1.8,87500.0,4,tiptronic,front,leftwheel,grey,10
22580,749.0,kia,optima,2014,sedan,yes,petrol,2.4,47000.0,4,tiptronic,front,leftwheel,black,6
549,1053.0,mercedes-benz,e350,2014,sedan,yes,petrol,3.5,52142.0,4,automatic,4x4,leftwheel,black,12
10036,639.0,hyundai,sonata,2014,sedan,yes,lpg,2,268046.0,4,automatic,front,leftwheel,silver,4
18189,586.0,toyota,prius,2012,hatchback,no,hybrid,1.8,186000.0,4,automatic,front,leftwheel,silver,10
706,645.0,lexus,ct200h,2011,hatchback,yes,hybrid,1.8,122302.0,4,automatic,front,leftwheel,black,12
20000,781.0,honda,fit,2019,hatchback,no,petrol,1.3,3800.0,4,automatic,4x4,right-handdrive,black,4
29087,831.0,jeep,compass,2011,jeep,yes,petrol,2.4,63570.0,4,automatic,front,leftwheel,white,4
282,753.0,hyundai,sonata,2012,sedan,yes,hybrid,2.4,226814.0,4,automatic,front,leftwheel,black,0
470,1493.0,lexus,rx350,2016,jeep,yes,petrol,3.5,118133.0,4,automatic,4x4,leftwheel,white,12
784,518.0,toyota,rav4,2016,jeep,no,hybrid,2.5,136518.0,4,automatic,4x4,leftwheel,grey,0
549,1190.0,audi,rs7,2014,hatchback,yes,petrol,4,98446.0,4,automatic,4x4,leftwheel,white,12
27174,663.0,hyundai,tucson,2015,jeep,yes,diesel,1.7,279276.0,4,automatic,front,leftwheel,blue,4
52059,1363.0,lexus,gx460,2012,jeep,yes,petrol,4.6,229334.0,4,automatic,4x4,leftwheel,black,0
20883,836.0,hyundai,tucson,2010,jeep,yes,diesel,2,171157.0,4,automatic,front,leftwheel,white,4
549,1325.0,toyota,camry,2019,sedan,yes,petrol,2.5,35541.0,4,automatic,front,leftwheel,black,12
25299,730.0,hyundai,elantra,2016,sedan,yes,petrol,1.6,79845.0,4,automatic,front,leftwheel,white,4
43868,730.0,ssangyong,actyon,2016,jeep,yes,diesel,1.6,64841.0,4,automatic,front,leftwheel,black,4
549,586.0,hyundai,elantra,2012,sedan,yes,petrol,1.8,197589.0,4,automatic,front,leftwheel,black,12
251,607.0,toyota,camry,2019,sedan,yes,hybrid,2.5,39552.0,4,automatic,front,leftwheel,black,12
1176,751.0,hyundai,sonata,2013,sedan,yes,hybrid,2.4,216208.0,4,automatic,front,leftwheel,blue,0
18826,836.0,ssangyong,actyon,2010,jeep,yes,diesel,2,118133.0,4,automatic,front,leftwheel,silver,4
7370,364.0,chevrolet,spark,2012,sedan,yes,petrol,1,39876.0,4,automatic,front,leftwheel,white,4
251,781.0,toyota,highlander,2008,jeep,yes,hybrid,3.3,318467.0,4,automatic,4x4,leftwheel,blue,12
13485,697.0,volkswagen,passatse,2015,sedan,yes,petrol,1.8,91103.0,4,automatic,front,leftwheel,black,8
15000,1539.0,toyota,sienta,2018,minivan,no,petrol,1,0.0,4,automatic,front,right-handdrive,white,4
13485,640.0,ford,focus,2013,hatchback,no,petrol,2,148000.0,4,automatic,front,leftwheel,red,5
8311,642.0,hyundai,sonata,2012,sedan,yes,lpg,2,36545.0,4,automatic,front,leftwheel,white,4
46728,781.0,lexus,gx460,2010,jeep,yes,petrol,4.6,260771.0,4,automatic,4x4,leftwheel,black,0
8467,1345.0,ssangyong,rexton,2008,jeep,yes,diesel,2.5,64459.0,4,automatic,front,leftwheel,silver,4
18817,584.0,hyundai,elantra,2014,sedan,yes,petrol,1.8turbo,53000.0,4,tiptronic,front,leftwheel,silver,8
18817,751.0,hyundai,sonata,2013,sedan,yes,hybrid,2.4,0.0,4,automatic,rear,leftwheel,silver,8
470,1327.0,toyota,camry,2018,sedan,yes,petrol,2.5,44845.0,4,automatic,front,leftwheel,brown,12
862,934.0,ford,fusion,2015,sedan,yes,petrol,2.5,182302.0,4,automatic,front,leftwheel,black,12
10349,502.0,toyota,priusc,2013,hatchback,no,hybrid,1.5,145000.0,4,variator,front,leftwheel,skyblue,8
15367,1024.0,hyundai,h1,2010,minivan,yes,diesel,2.5,49140.0,4,automatic,front,leftwheel,black,4
9408,585.0,hyundai,elantra,2013,jeep,yes,petrol,1.8,207606.0,4,automatic,front,leftwheel,grey,12
11290,585.0,hyundai,elantragls/limited,2013,sedan,no,petrol,1.8,69000.0,4,tiptronic,front,leftwheel,blue,12
8467,893.0,mazda,mazda3,2008,hatchback,no,diesel,1.6turbo,185000.0,4,manual,front,leftwheel,blue,6
20385,1058.0,toyota,camry,2012,sedan,yes,petrol,3.5,152679.0,4,tiptronic,front,leftwheel,black,12
23521,1058.0,toyota,highlander,2012,jeep,yes,petrol,3.5,140966.0,4,automatic,4x4,leftwheel,black,12
9252,765.0,hyundai,sonata,2015,sedan,yes,lpg,2,118365.5,4,automatic,front,leftwheel,orange,4
19121,530.0,hyundai,elantra,2013,sedan,yes,petrol,1.6,163000.0,4,automatic,front,leftwheel,white,4
9095,1680.0,bmw,320320,2013,coupe,no,petrol,2,188000.0,4,manual,rear,leftwheel,black,9
31361,779.0,toyota,avalonlimited,2013,sedan,yes,hybrid,2.5,132000.0,4,automatic,front,leftwheel,carnelianred,10
16571,687.0,hyundai,elantra,2010,sedan,yes,petrol,1.6,51994.0,4,automatic,front,leftwheel,silver,4
16308,642.0,volkswagen,passat,2012,sedan,yes,diesel,2.0turbo,134000.0,4,tiptronic,rear,leftwheel,white,12
6586,645.0,lexus,ct200h,2011,hatchback,yes,hybrid,1.8,122302.0,4,automatic,front,leftwheel,black,0
10663,1266.0,honda,fit,2014,hatchback,no,hybrid,1.5,106000.0,4,variator,front,right-handdrive,white,0
14113,308.0,toyota,prius,2014,jeep,yes,hybrid,1.8,339710.0,4,automatic,front,leftwheel,white,12
188,891.0,hyundai,santafe,2016,jeep,yes,petrol,2,80486.0,4,automatic,front,leftwheel,orange,12
1882,746.0,toyota,prius,2009,sedan,yes,hybrid,1.5,142426.0,4,automatic,front,leftwheel,white,12
1490,586.0,lexus,ct200h,2012,hatchback,yes,hybrid,1.8,174106.0,4,automatic,front,leftwheel,white,0
706,753.0,hyundai,sonata,2012,sedan,yes,hybrid,2.4,133162.0,4,automatic,front,leftwheel,silver,12
28100,781.0,chevrolet,cruze,2018,hatchback,yes,petrol,1.4,21000.0,4,tiptronic,front,leftwheel,white,10
8938,640.0,hyundai,sonata,2013,sedan,yes,lpg,2,106675.0,4,automatic,front,leftwheel,silver,4
862,781.0,lexus,gx470,2008,jeep,yes,petrol,4.7,263190.0,4,automatic,4x4,leftwheel,white,0
784,781.0,toyota,camry,2012,sedan,yes,petrol,2.5,161530.0,4,automatic,front,leftwheel,silver,12
110,781.0,lexus,gx460,2017,jeep,yes,petrol,4.6,0.0,4,automatic,4x4,leftwheel,white,0
17249,1141.0,hyundai,genesis,2012,sedan,yes,petrol,3.8,94055.0,4,automatic,front,leftwheel,silver,4
9095,502.0,honda,fit,2013,hatchback,no,petrol,1.5,41000.0,4,automatic,front,leftwheel,blue,6
13172,1077.0,toyota,chr,2019,jeep,yes,petrol,2,24302.0,4,automatic,front,leftwheel,red,12
9408,642.0,ford,focus,2012,sedan,yes,petrol,2,136000.0,4,automatic,front,leftwheel,carnelianred,10
15681,781.0,honda,elysion,2011,minivan,yes,petrol,2.4,157000.0,4,automatic,front,right-handdrive,white,6
14113,741.0,kia,cadenza,2012,sedan,yes,petrol,2.4,40103.0,4,automatic,front,leftwheel,black,4
392,761.0,toyota,prius,2010,hatchback,yes,hybrid,1.8,118365.5,4,automatic,front,leftwheel,white,12
13500,891.0,hyundai,santafe,2016,jeep,yes,diesel,2,49454.0,4,automatic,front,leftwheel,white,4
9722,765.0,hyundai,sonata,2015,sedan,yes,lpg,2,118365.5,4,automatic,front,leftwheel,orange,4
8467,765.0,ford,focus,2015,sedan,no,petrol,2,116923.0,4,tiptronic,front,leftwheel,white,8
12388,518.0,toyota,camry,2016,sedan,yes,hybrid,2.5,67429.0,4,automatic,front,leftwheel,black,0
18817,1017.0,hyundai,elantra,2017,sedan,yes,petrol,2,105600.0,4,tiptronic,front,leftwheel,white,8
13485,502.0,toyota,priusc,2013,hatchback,no,hybrid,1.5,77000.0,4,variator,front,leftwheel,red,0
20071,1211.0,bmw,x5,2010,jeep,yes,diesel,3.0turbo,141200.0,4,tiptronic,4x4,leftwheel,white,12
47042,1646.0,lexus,gx470,2015,jeep,yes,petrol,4.6,106918.0,4,automatic,4x4,leftwheel,black,0
470,583.0,nissan,juke,2011,jeep,yes,petrol,1.6,0.0,4,automatic,front,leftwheel,black,0
37947,1575.0,audi,q7,2018,jeep,yes,petrol,3,49122.0,4,automatic,4x4,leftwheel,silver,12
34673,777.0,hyundai,h1,2014,minivan,yes,diesel,2.5,117466.0,4,automatic,front,leftwheel,grey,4
19736,730.0,hyundai,elantra,2016,sedan,yes,diesel,1.6,37405.0,4,automatic,front,leftwheel,white,4
12074,1537.0,toyota,highlander,2009,jeep,yes,hybrid,3.3,118365.5,4,automatic,4x4,leftwheel,blue,12
15681,521.0,chevrolet,cruze,2011,sedan,yes,petrol,1.4turbo,132000.0,4,automatic,front,leftwheel,blue,8
941,1399.0,lexus,rx350,2010,jeep,yes,petrol,3.5,148661.0,4,automatic,4x4,leftwheel,grey,12
1646,1399.0,mercedes-benz,e350,2010,sedan,yes,petrol,3.5,205968.0,4,automatic,4x4,leftwheel,white,12
17876,900.0,kia,optima,2015,sedan,no,petrol,2.4,66100.0,4,tiptronic,front,leftwheel,black,12
17562,271.0,toyota,priusc,2014,hatchback,no,hybrid,1.5,66000.0,4,automatic,front,leftwheel,silver,4
16559,695.0,chevrolet,cruze,2015,sedan,yes,petrol,1.8,51678.0,4,automatic,front,leftwheel,silver,4
47989,1017.0,hyundai,sonata,2017,sedan,yes,petrol,2,65659.0,4,automatic,front,leftwheel,black,4
45376,640.0,hyundai,santafe,2013,jeep,yes,diesel,2,43000.0,4,automatic,front,leftwheel,white,4
392,1024.0,toyota,rav4,2010,jeep,yes,petrol,2.5,136139.0,4,automatic,front,leftwheel,red,12
4077,1277.0,hyundai,sonata,2018,sedan,yes,petrol,2.4,67165.0,4,automatic,front,leftwheel,blue,12
21326,753.0,toyota,camry,2012,sedan,yes,petrol,2.4,113000.0,4,tiptronic,front,leftwheel,silver,8
12585,687.0,hyundai,elantra,2010,sedan,yes,petrol,1.6,128965.0,4,automatic,front,leftwheel,white,4
12544,781.0,toyota,highlander,2008,sedan,yes,hybrid,3.3,334414.0,4,automatic,4x4,leftwheel,white,12
13500,781.0,lexus,gx460,2016,jeep,yes,petrol,4.6,155976.0,4,automatic,4x4,leftwheel,white,0
14500,761.0,toyota,prius,2010,sedan,yes,hybrid,1.8,97000.0,4,automatic,front,leftwheel,black,8
41867,400.0,toyota,aqua,2018,universal,yes,hybrid,1.5,35039.0,4,automatic,front,leftwheel,blue,4
15612,629.0,hyundai,accent,2015,sedan,yes,diesel,1.6,97382.0,4,automatic,front,leftwheel,white,4
8154,919.0,bmw,x5,2012,jeep,yes,diesel,3,103458.0,4,automatic,4x4,leftwheel,white,0
18503,1202.0,hyundai,sonata,2017,sedan,no,petrol,2.4,0.0,4,automatic,front,leftwheel,red,0
43360,1317.0,jeep,wrangler,2009,jeep,yes,diesel,2.8,195071.0,4,automatic,front,leftwheel,silver,4
42337,891.0,mercedes-benz,e220cdi,2016,sedan,yes,diesel,2.0turbo,127000.0,4,automatic,rear,leftwheel,black,6
8938,777.0,toyota,camry,2014,sedan,yes,petrol,2.5,53310.0,4,automatic,front,leftwheel,black,12
941,779.0,toyota,camry,2013,sedan,yes,hybrid,2.5,225510.0,4,automatic,front,leftwheel,white,12
706,639.0,audi,a4,2014,sedan,yes,petrol,2,162032.0,4,automatic,front,leftwheel,black,0
706,1399.0,mercedes-benz,e350,2010,sedan,yes,diesel,3.5,205968.0,4,automatic,4x4,leftwheel,white,12
25889,730.0,hyundai,elantra,2016,sedan,yes,petrol,1.6,79420.0,4,automatic,front,leftwheel,blue,4
47042,1646.0,lexus,gx470,2015,jeep,yes,petrol,4.6,106918.0,4,automatic,4x4,leftwheel,black,0
